dataset_source,text,answer_key
SciQ,"Question: What type of energy travels through space as electrical and magnetic waves?

A. electromagnetic energy
B. solar energy
C. sound energy
D. mechanical energy

Answer: A",A
SciQ,"Question: What is continuously changing within a circuit in an analog signal?

A. voltage
B. frequency
C. amplitude
D. energy

Answer: A",A
SciQ,"Question: What are essential for pollination, but can spread disease and destroy crops?

A. fruits
B. insects
C. spiders
D. mice

Answer: B",B
SciQ,"Question: What type of feeders are sea lilies and feather stars?

A. silt feeders
B. deposit feeder
C. bottom feeder
D. suspension feeders

Answer: D",D
SciQ,"Question: What happens to the length of the days in the fall?

A. they change randomly
B. they get longer
C. they stay the same
D. they get shorter

Answer: D",D
SciQ,"Question: What disease unique to humans and is caused by two variola viruses?

A. AIDS
B. ebola
C. diabetes
D. smallpox

Answer: D",D
SciQ,"Question: What drives the turbine in a thermonuclear reactor?

A. magnets
B. heated water or steam
C. wind energy
D. heated oil

Answer: B",B
SciQ,"Question: Rising air currents carry water vapor into what?

A. stratosphere
B. ionosphere
C. atmosphere
D. troposphere

Answer: C",C
SciQ,"Question: Chitin is a substance that is found in what part of animals like beetles and lobsters?

A. tails
B. eggs
C. shell
D. brains

Answer: C",C
SciQ,"Question: Where does most geological activity takes place?

A. at ocean bottoms
B. in coastal areas
C. in mountain ranges
D. at plate boundaries

Answer: D",D
SciQ,"Question: The most common two-lens telescope, like the simple microscope, uses lenses of what shape?

A. convex
B. angular
C. concave
D. cylindrical

Answer: A",A
SciQ,"Question: What is energy from the sun called?

A. solar energy
B. kinetic energy
C. potential energy
D. thermodynamic energy

Answer: A",A
SciQ,"Question: What descend from clouds in funnel-like shapes that spin violently, producing powerful winds?

A. tornadoes
B. rains
C. currents
D. hurricanes

Answer: A",A
SciQ,"Question: What in saliva protects the lining of the mouth from abrasion and lubricates food for easier swallowing?

A. phloem
B. spores
C. hairs
D. mucus

Answer: D",D
SciQ,"Question: The strength of bases is measured on what scale?

A. litmus test
B. pneumatic scale
C. ph scale
D. acid test

Answer: C",C
SciQ,"Question: Which stage of development is a period during which apoptosis is widespread and plays a crucial role?

A. embryonic
B. infancy
C. transgenic
D. puberty

Answer: A",A
SciQ,"Question: In science, coefficients are used to balance what kind of equations?

A. isolated
B. liquid
C. mineral
D. chemical

Answer: D",D
SciQ,"Question: Reproduction in prokaryotic cells is by what process of growth, enlargement and division?

A. photosynthesis
B. mitosis
C. binary fission
D. budding

Answer: C",C
SciQ,"Question: What use enzymes to break down foreign matter and dead cells?

A. hormones
B. lipids
C. lysosomes
D. lymphocytes

Answer: C",C
SciQ,"Question: What code is the same in all living things and shows that all organisms are related by descent from a common ancestor?

A. biochemical
B. intrinsic
C. genetic
D. descendant

Answer: C",C
SciQ,"Question: A quarry, which produces rocks and minerals used to make buildings and roads, is an example of what type of mine?

A. strip mine
B. open-pit mine
C. fracking
D. gold mine

Answer: B",B
SciQ,"Question: What causes rivers to always flow downhill?

A. pressure
B. gravity
C. diffusion
D. slope

Answer: B",B
SciQ,"Question: What type of energy is useful to humans because it's ease of transport and conversion to other forms of energy?

A. electrical
B. heat
C. physical
D. potential

Answer: A",A
SciQ,"Question: Cancer involves what changes that modify cell-cycle control and alter the growth rate or progression of the cell through the cell cycle?

A. enhancements
B. stabilization
C. deletions
D. mutations

Answer: D",D
SciQ,"Question: What part of a cell do proteins travel to to be modified for the specific job they will do?

A. plasma membrane
B. lysosome
C. nucleus
D. golgi apparatus

Answer: D",D
SciQ,"Question: Scanning acoustic microscopes use what kind of waves to scan a specimen?

A. heat waves
B. radio waves
C. sound waves
D. gamma waves

Answer: C",C
SciQ,"Question: Which factor has a big impact on coastal climates?

A. tide
B. tsunami
C. ocean waves
D. large ocean currents

Answer: D",D
SciQ,"Question: What kind of radiation is greatest at the equator and lessens toward the poles?

A. large radiation
B. solar radiation
C. lunar raditation
D. small radiation

Answer: B",B
SciQ,"Question: Electron configurations are a shorthand method of indicating what subshells electrons occupy in these?

A. solutions
B. atoms
C. molecules
D. acids

Answer: B",B
SciQ,"Question: What is the fan-like superior region that forms the largest part of the hip bone and is united to the sacrum at the largely immobile sacroiliac joint?

A. spine
B. septum
C. ilium
D. pica

Answer: C",C
SciQ,"Question: What are proteins that increase the rate of biochemical reactions?

A. enzymes
B. metabolites
C. amino acids
D. hormones

Answer: A",A
SciQ,"Question: What does burning wood release into the atmosphere?

A. oxygen
B. carbon dioxide
C. helium
D. hydrogen chloride

Answer: B",B
SciQ,"Question: What is needed by all known forms of life?

A. air
B. water
C. nitrogen
D. warmth

Answer: B",B
SciQ,"Question: What is the term for the energy of motion, which is exhibited by the speed of an object?

A. kinetic energy
B. residual energy
C. inertia
D. mechanical energy

Answer: A",A
SciQ,"Question: What celestial object has been visited by manned spacecraft and is easily seen from earth?

A. Jupiter
B. moon
C. the Sun
D. venus

Answer: B",B
SciQ,"Question: Visible light has what that can be detected by the human eye?

A. colors
B. patterns
C. wavelengths
D. dimensions

Answer: C",C
SciQ,"Question: Fungi may have both asexual and sexual stages of what?

A. photosynthesis
B. reproduction
C. absorption
D. development

Answer: B",B
SciQ,"Question: Stones, infections, and diabetes threaten the health and functioning of what paired organs?

A. kidneys
B. lungs
C. tissues
D. arteries

Answer: A",A
SciQ,"Question: Where do most biochemical reactions take place?

A. within cells
B. stomach
C. outside of cells
D. upper atmosphere

Answer: A",A
SciQ,"Question: Bone marrow is found inside many bones and produces what?

A. sugar
B. tumors
C. lymphocytes
D. apoptosis

Answer: C",C
SciQ,"Question: Observations suggest that a force applied to an object is always applied by what?

A. dark matter
B. another object
C. gravity
D. itself

Answer: B",B
SciQ,"Question: What is defined as the mass per unit volume of a substance?

A. height
B. density
C. weight
D. diameter

Answer: B",B
SciQ,"Question: Surface tension comes from the fact that particles at the surface of a liquid do not experience interactions from all directions which leads to what on the surface?

A. floating particles
B. imbalance of forces
C. degradation of forces
D. waves

Answer: B",B
SciQ,"Question: Constriction and dilation allow the circulatory system to change the amount of blood flowing to which body parts?

A. muscles
B. tissues
C. organs
D. arteries

Answer: C",C
SciQ,"Question: Where do living things obtain the energy to carry out all life processes?

A. waste
B. oxygen
C. food
D. fuel

Answer: C",C
SciQ,"Question: Like people with type 1 diabetes, people with type 2 diabetes must frequently check what level?

A. pulse
B. blood sugar
C. heartbeat
D. glucose

Answer: B",B
SciQ,"Question: What is a group of connected cells that have a similar function within an organism called?

A. colony
B. tissue
C. organ
D. nucleus

Answer: B",B
SciQ,"Question: Wind is one method for dispersal of what, ensuring a new generation?

A. clouds
B. eggs
C. seeds
D. dust

Answer: C",C
SciQ,"Question: What type of winds blow over a limited area?

A. gales
B. hurricanes
C. local winds
D. trade winds

Answer: C",C
SciQ,"Question: What happens to a chain of amino acids after it reaches a stop codon?

A. released from the ribosome
B. stays in ribosome
C. metabolism begins
D. digestion stops

Answer: A",A
SciQ,"Question: The major fuel for the brain is which carbohydrate?

A. glutamate
B. glucose
C. insulin
D. sucrose

Answer: B",B
SciQ,"Question: Many viral diseases can be prevented by giving people what?

A. pesticides
B. Lactose
C. cancers
D. vaccines

Answer: D",D
SciQ,"Question: Quarks also have a different type of charge, called what?

A. contrast charge
B. color charge
C. pure charge
D. spontaneous charge

Answer: B",B
SciQ,"Question: When iron and sulfur are mixed together in a certain ratio and heated, what do they become?

A. rust
B. iron oxide
C. iron sulfide
D. sulfuric acid

Answer: C",C
SciQ,"Question: What type of isotopes have short half-lives and are given in very low doses?

A. radioisotopes
B. stable isotopes
C. radionuclides
D. gasses

Answer: A",A
SciQ,"Question: Because conifers carry both male and female sporophylls on the same mature sporophyte, they are considered what type of plant?

A. bioecious
B. dioecious
C. monoecious
D. siliceous

Answer: C",C
SciQ,"Question: If you were to filter out all the cells in blood, you would be left with what golden-yellow liquid?

A. hemoglobin
B. plasma
C. platelets
D. pus

Answer: B",B
SciQ,"Question: Our digestive system breaks down starch to what?

A. pattern sugars
B. Salts
C. Waste
D. simple sugars

Answer: D",D
SciQ,"Question: People with osteoporosis have an increase risk of what?

A. cancer
B. muscle loss
C. weight loss
D. bone fractures

Answer: D",D
SciQ,"Question: What type of pollution results from the contaminants that enter a waterway or water body through a single site?

A. simple source pollution
B. point source pollution
C. targeted source pollution
D. liquid source pollution

Answer: B",B
SciQ,"Question: What is the largest organelle in a eukaryotic cell?

A. vacuole
B. nucleus
C. ribosome
D. mitochondria

Answer: B",B
SciQ,"Question: Where do stratus clouds occur in the troposphere?

A. high
B. low
C. mid-region
D. mid to high region

Answer: B",B
SciQ,"Question: Plant cells divide into two equal halves during what process?

A. prokaryotes
B. death
C. mitosis
D. cytokinesis

Answer: C",C
SciQ,"Question: The stems of all vascular plants get longer through primary growth. this occurs in primary meristem at the tips and ______ of the stems.

A. layers
B. nodes
C. bottoms
D. edges

Answer: B",B
SciQ,"Question: Which law explains why a ship weighing thousands of metric tons floats on water?

A. archimedes' law
B. water pressure law
C. hofstadter ' law
D. ganymede ' law

Answer: A",A
SciQ,"Question: Which antibacterial protein is found in tears and saliva?

A. dopamine
B. human growth hormone
C. human lysozyme
D. amino acid

Answer: C",C
SciQ,"Question: Which organelle is made up of 5 to eight cup shaped, membrane covered stacks of discs known as cisternae?

A. golgi apparatus
B. endoplasmic reticulum
C. nucleus
D. vacuole

Answer: A",A
SciQ,"Question: Which type of diabetes is more common?

A. type 2
B. type 1
C. juvenile diabetes
D. gestational diabetes

Answer: A",A
SciQ,"Question: What do you call the fast-moving air currents high in the troposphere?

A. stationary fronts
B. jet streams
C. wind streams
D. cyclones

Answer: B",B
SciQ,"Question: Metal detectors used for airport security work on which principle?

A. inductance
B. inertia
C. conductivity
D. electricity

Answer: A",A
SciQ,"Question: What system transports minerals and water in a plant?

A. stamen
B. roots
C. leaves
D. flowers

Answer: B",B
SciQ,"Question: A standing wave is created when what type of wave interferes with the original wave?

A. translated wave
B. refracted wave
C. realized wave
D. reflected wave

Answer: D",D
SciQ,"Question: The use of mercury-based dental amalgam has gone under question in recent years because of concerns regarding what?

A. the expense
B. the oxygen
C. the variability
D. the toxicity

Answer: D",D
SciQ,"Question: Which organ's diseases include kidney stones, infections, and kidney failure due to diabetes?

A. lungs
B. pancreas
C. kidney
D. heart

Answer: C",C
SciQ,"Question: What property of food is determined by burning the food and measuring the heat released?

A. calories
B. additives
C. acidity
D. nutrients

Answer: A",A
SciQ,"Question: What contains the spore-forming asci?

A. sporozoa
B. flagella
C. mushroom cap
D. the ascocarps

Answer: D",D
SciQ,"Question: The extracellular fluid is in contact with the axon membrane only at what location?

A. the nodes
B. synapses
C. dendrites
D. Sensory Receptors

Answer: A",A
SciQ,"Question: What is the mildest type of brain injury?

A. blunt trauma
B. concussion
C. hydrocephalus
D. dementia

Answer: B",B
SciQ,"Question: What term means the minimum energy required in order for a collision between molecules to result in a chemical reaction?

A. maximum energy
B. solar energy
C. depletion energy
D. activation energy

Answer: D",D
SciQ,"Question: Producing light without heat is called what?

A. bioluminescence
B. osmosis
C. luminescence
D. thermoluminescence

Answer: C",C
SciQ,"Question: The rings of what planet can be easily seen from earth?

A. jupiter
B. saturn
C. Venus
D. Neptune

Answer: B",B
SciQ,"Question: Asexual, sexual, budding, and parthenogenesis are all forms of what?

A. photosynthesis
B. absorption
C. reproduction
D. hibernation

Answer: C",C
SciQ,"Question: The populations that live in the same area form this?

A. a colony
B. a community
C. a biome
D. a habitat

Answer: B",B
SciQ,"Question: Enzymes, proteins, electron carriers, and pumps that play roles in glycolysis, the citric acid cycle, and the electron transport chain tend to catalyze reactions that are what?

A. non-reversible
B. reversible
C. continuous
D. changeable

Answer: A",A
SciQ,"Question: What is the name of the type of plant tissue consisting of undifferentiated cells that can continue to divide and differentiate?

A. meristem
B. cuticle
C. bundle sheth cell
D. guard cell

Answer: A",A
SciQ,"Question: What do you call the high and low points of transverse waves?

A. crests and troughs
B. waves and troughs
C. echos and troughs
D. bands and troughs

Answer: A",A
SciQ,"Question: What is the change frogs and butterflies go through?

A. hiatus
B. parthenogenesis
C. metamorphosis
D. transformation

Answer: C",C
SciQ,"Question: What connects the two hemispheres of the brain?

A. The brain stem
B. holy callosum
C. corpus callosum
D. disruption callosum

Answer: C",C
SciQ,"Question: What class of animals includes the subgroups rodents, carnivores, insectivores, bats, and primates?

A. reptiles
B. insects
C. mammals
D. amphibians

Answer: C",C
SciQ,"Question: What develops into embryos inside seeds, from which the next sporophyte generation grows?

A. pupa
B. buds
C. secretions
D. zygotes

Answer: D",D
SciQ,"Question: Graded potentials are temporary changes in what, the characteristics of which depend on the size of the stimuli?

A. organism voltage
B. components voltage
C. organic voltage
D. membrane voltage

Answer: D",D
SciQ,"Question: What substances, which are distinct from acids and bases, form when ions form ionic bonds?

A. salts
B. vitamins
C. oils
D. water molecules

Answer: A",A
SciQ,"Question: Population size influences the chances of a species surviving, with very small populations generally at greatest risk of what fate?

A. accumulation
B. extinction
C. mutation
D. adaptation

Answer: B",B
SciQ,"Question: What works by providing a lower energy pathway from reactants to products?

A. catalyst
B. magnetism
C. thermodynamics
D. hormones

Answer: A",A
SciQ,"Question: What broad category of animals shows adaptations from water-dwelling to land-dweller, including the ability to breathe air and legs to move on land?

A. birds
B. amphibians
C. reptiles
D. herbivores

Answer: B",B
SciQ,"Question: What are chemical bonds between atoms of nonmetals that share valence electrons called?

A. electron bonds
B. ionic bonds
C. gravitational bonds
D. covalent bonds

Answer: D",D
SciQ,"Question: What is indicated by the ratio of the output force to the input force in a machine?

A. man hours
B. mechanical advantage
C. momentum
D. magnetic force

Answer: B",B
SciQ,"Question: Ticks spread bacteria that causes what condition?

A. Malaria
B. Rabies
C. lyme disease
D. Dengue fever

Answer: C",C
SciQ,"Question: In many cases, the alkali metal amide salt (mnh2) is not very soluble in liquid ammonia and does what?

A. isolates
B. settles
C. precipitates
D. evaporates

Answer: C",C
SciQ,"Question: Do most humans feed at one trophic level, or more than one?

A. less than one
B. none
C. more than one
D. one

Answer: C",C
SciQ,"Question: The body cells cannot use insulin properly in which type of diabetes?

A. type 4 diabetes
B. type 2 diabetes
C. type 3 diabates
D. type 1 diabetes

Answer: B",B
SciQ,"Question: What is the angiosperm seed surrounded by?

A. egg
B. cone
C. ovary
D. uterus

Answer: C",C
SciQ,"Question: What is the main component of paper, cardboard, and textiles made from cotton, linen, and other plant fibers?

A. vascular tissue
B. cellulose
C. pulp
D. cambium

Answer: B",B
SciQ,"Question: What is the fruiting body that occurs after two hyphae mate and form a mycelium with sporangia?

A. mold
B. yeast
C. mushroom
D. fungus

Answer: C",C
SciQ,"Question: Which division of the peripheral nervous system carries messages from sense organs and internal organs to the central nervous system?

A. neural division
B. extrasensory division
C. sensory division
D. vascular division

Answer: C",C
SciQ,"Question: The paired bones of the skull are the palatine, zygomatic, nasal, lacrimal, inferior nasal conchae bones, and what else?

A. minilla
B. ventral
C. maxilla
D. elongated

Answer: C",C
SciQ,"Question: With logistic growth, how does population growth start out?

A. steadily
B. rapidly
C. exponentially
D. slowly

Answer: D",D
SciQ,"Question: In 1802, charles and gay-lussac both proposed that for a fixed amount of gas at a constant pressure, what is directly proportional to its absolute temperature?

A. volume
B. density
C. air
D. liquid

Answer: A",A
SciQ,"Question: What tissue consists of cells that form the body’s structure?

A. connective
B. reproductive
C. congenital
D. fibrous

Answer: A",A
SciQ,"Question: Name the missing type of friction: static, rolling, fluid _____?

A. falling
B. turning
C. sliding
D. dragging

Answer: C",C
SciQ,"Question: Cooling or evaporation of what from the sea surface makes surface water dense?

A. warm water
B. salt water
C. fresh water
D. dirty water

Answer: C",C
SciQ,"Question: Bog destruction in scotland is an example of the widespread loss of what kind of habitat?

A. ocean
B. desert
C. wetland
D. tundra

Answer: C",C
SciQ,"Question: The amniotes are distinguished from amphibians by the presence of a terrestrially adapted egg protected by what?

A. hard shell
B. yolk
C. albumen
D. amniotic membranes

Answer: D",D
SciQ,"Question: The purpose of any cooling system is to transfer what type of energy in order to keep things cool?

A. physical
B. radiation
C. atmospheric
D. thermal

Answer: D",D
SciQ,"Question: What is root that does not arise from a usual place?

A. hypochlorous
B. momentous
C. adventitious
D. monomers

Answer: C",C
SciQ,"Question: The fertilized egg that sexually reproducing organisms begin life as is known as what?

A. zygote
B. fetus
C. gamete
D. infant

Answer: A",A
SciQ,"Question: What is controlled by regulatory proteins that bind to regulatory elements on dna?

A. mRNA
B. gene transcription
C. substance transcription
D. amino acids

Answer: B",B
SciQ,"Question: Digestion of polysaccharides and disaccharides in the small intestine produces glucose and other?

A. fat
B. nitrates
C. protein
D. monosaccharides

Answer: D",D
SciQ,"Question: What common process is used in the production of bread, cheese and alcoholic beverages?

A. cloning
B. oxidation
C. condensation
D. fermentation

Answer: D",D
SciQ,"Question: Amphibians are ectothermic vertebrates that divide their time between freshwater and what else?

A. saltwater
B. terrestrial habitats
C. deserts
D. arboreal habitats

Answer: B",B
SciQ,"Question: What takes place in the organelle known as the chloroplast, which distinguishes animal from plant cells?

A. digestion
B. photosynthesis
C. perspiration
D. reproduction

Answer: B",B
SciQ,"Question: What is formed when water vapor in the air condenses into tiny droplets?

A. fog
B. hail
C. smoke
D. rain

Answer: A",A
SciQ,"Question: What cycle completes the breakdown of glucose begun in glycolysis?

A. priebus
B. krebs
C. vireos
D. bacterium

Answer: B",B
SciQ,"Question: In the freshwater flatworms, protonephridia serve chiefly in what?

A. thermoregulation
B. enculturation
C. osmoregulation
D. excretion

Answer: C",C
SciQ,"Question: The theory that establishes the concepts of atoms and how they compose matter is called what?

A. modern atomic theory
B. unified matter theory
C. contemporary atomic theory
D. modern particle theory

Answer: A",A
SciQ,"Question: What works through chemical reactions that change the rock?

A. rock weathering
B. chemical breakdown
C. chemical weathering
D. gradual weathering

Answer: C",C
SciQ,"Question: Organic compounds are molecules built around what element?

A. phosphorus
B. carbon
C. helium
D. oxygen

Answer: B",B
SciQ,"Question: What are the ends of long bones called?

A. cartilage
B. epiphysis
C. marrow extension
D. appendage

Answer: B",B
SciQ,"Question: What is the common term for solid carbon dioxide, which is used as a coolant?

A. liquid nitrogen
B. dry ice
C. blue ice
D. antifreeze

Answer: B",B
SciQ,"Question: What is the name of the narrow tube that begins at the stomach and ends at the large intestine?

A. small tissues
B. pancreas
C. small stomach
D. small intestine

Answer: D",D
SciQ,"Question: What state is achieved when the body's internal environment is kept more-or-less constant?

A. consciousness
B. hypothesis
C. cancerous
D. homeostasis

Answer: D",D
SciQ,"Question: What are the two methods in which mutations arise in dna?

A. accelerated or spontaneous
B. induced or spontaneous
C. accelerated or random
D. produced or spontaneous

Answer: B",B
SciQ,"Question: The length that an object has travelled in one or multiple directions can also be called what?

A. velocity
B. range
C. distance
D. axis

Answer: C",C
SciQ,"Question: In which part of the ear are the vibrations amplified by the malleus, incus, and stapes?

A. inner ear
B. outer ear
C. major ear
D. middle ear

Answer: D",D
SciQ,"Question: The rate at which an unstable isotope decays is measured in a unit known as what?

A. full-life
B. half-time
C. staying-life
D. half-life

Answer: D",D
SciQ,"Question: Where is roughage fermented and digested in pseudo-ruminants?

A. in their pancreas
B. in their appendix
C. in their ileum
D. in their cecum

Answer: D",D
SciQ,"Question: Which instruments are used to measure the angle of the slope of a volcano?

A. calipers
B. tiltmeters
C. altimeter
D. compass

Answer: B",B
SciQ,"Question: Anabolic steroids, a form of the male sex hormone testosterone, are one of the most widely known performance-enhancing drugs. steroids are used to help build what?

A. muscle mass
B. nervous tissue
C. brain tissue
D. bone mass

Answer: A",A
SciQ,"Question: What is the causative agent of sleeping sickness in humans?

A. trypanosoma brucei
B. escherichia coli
C. pseudomonas asplenii
D. bacillus aerophilus

Answer: A",A
SciQ,"Question: When lactose is absent, a repressor protein binds to what?

A. worker
B. network
C. operator
D. differential

Answer: C",C
SciQ,"Question: At least 20 percent of the world’s people do not have a ready supply of what?

A. oil
B. clothing
C. clean drinking water
D. food

Answer: C",C
SciQ,"Question: How do oceans help control global warming?

A. absorbing carbon dioxide
B. Cooling air
C. reflecting light
D. releasing oxygen

Answer: A",A
SciQ,"Question: Glucose, fructose, and galactose are hexose sugars, which contain six atoms of what element?

A. carbon
B. hydrogen
C. oxygen
D. nitrogen

Answer: A",A
SciQ,"Question: What flexible organ enables swallowing and speech?

A. tongue
B. diaphram
C. large intestine
D. stomach

Answer: A",A
SciQ,"Question: What is the physical environment in which a species lives and to which it has adapted?

A. land mass
B. habitat
C. ecosystem
D. farmland

Answer: B",B
SciQ,"Question: A rise in blood glucose levels triggers the pancreatic release of what hormone?

A. insulin
B. testosterone
C. estrogen
D. hemoglobin

Answer: A",A
SciQ,"Question: What is the main ingredient of mothballs?

A. ionized naphthalene
B. stable naphthalene
C. processed naphthalene
D. hydrocarbon naphthalene

Answer: D",D
SciQ,"Question: What is the term for the measure of the average kinetic energy of the particles in matter?

A. voltage
B. precipitation
C. friction
D. temperature

Answer: D",D
SciQ,"Question: What type of muscle makes up most of the heart?

A. heart muscle
B. chest muscles
C. cardiac muscle
D. respiratory muscle

Answer: C",C
SciQ,"Question: What is the tendency of an object to remain at rest or remain in motion called?

A. flow
B. inertia
C. impetus
D. magnetism

Answer: B",B
SciQ,"Question: Secondary pollutants form from chemical reactions that occur when pollution is exposed to what?

A. water
B. humans
C. air
D. sunlight

Answer: D",D
SciQ,"Question: What are the poles labeled?

A. west and south
B. east and west
C. southwest and south
D. north and south

Answer: D",D
SciQ,"Question: What is sulfur trioxide dissolved in to form sulfuric acid?

A. mercury
B. silver
C. lead
D. water

Answer: D",D
SciQ,"Question: Where does the krebs cycle take place?

A. in the nitrogen
B. in the matrix
C. in the beam
D. in the ozone

Answer: B",B
SciQ,"Question: When hit from behind in a car crash, a passenger can suffer a neck injury called what?

A. whiplash
B. twisted neck
C. inflammation
D. necklash

Answer: A",A
SciQ,"Question: What is the movement of substances across the membrane without the expenditure of cellular energy called?

A. immune transport
B. inner cell transport
C. active transport
D. passive transport

Answer: D",D
SciQ,"Question: Most animals are in which clade?

A. bilateria
B. metazoa
C. eutheria
D. synapsids

Answer: A",A
SciQ,"Question: Heat expansion is a result of the increase of what type of energy, exhibited by molecules bumping together?

A. harmonic energy
B. radioactivity
C. kinetic energy
D. light energy

Answer: C",C
SciQ,"Question: What is the rate at which a specific allele appears within a population called?

A. trait frequency
B. allele commonness
C. allele rarity
D. allele frequecy

Answer: D",D
SciQ,"Question: The properties of liquids are intermediate between those of gases and solids but are more similar to?

A. gases
B. oils
C. plasma
D. solids

Answer: D",D
SciQ,"Question: What are the primary producers in terrestrial biomes?

A. plants
B. gases
C. animals
D. soil

Answer: A",A
SciQ,"Question: How many orders can flying birds be divided into?

A. 29
B. 19
C. 31
D. 44

Answer: A",A
SciQ,"Question: During a what type of reaction do chemical changes take place?

A. toxic
B. nuclear
C. biological
D. chemical

Answer: D",D
SciQ,"Question: What is the colorless gas with a sharp, pungent odor used in smelling salts?

A. ammonia
B. nitrogen
C. helium
D. hydrogen

Answer: A",A
SciQ,"Question: Bilaterally symmetrical animals have both dorsal and what type of sides?

A. exterior
B. ventral
C. anterior
D. posterior

Answer: B",B
SciQ,"Question: What process refers to the conversion of atmospheric nitrogen to ammonia?

A. biological ammonia fixation
B. biological nutrient fixation
C. biological respiratory fixation
D. biological nitrogen fixation

Answer: D",D
SciQ,"Question: Tendons connecting the scapula to the humerus form what, which is the circle of tendons around the shoulder joint?

A. knee cuff
B. wrist cuff
C. thigh cuff
D. rotator cuff

Answer: D",D
SciQ,"Question: What is the si unit for electric current?

A. ampere
B. joule
C. planck
D. ohm

Answer: A",A
SciQ,"Question: Electromagnetic waves are comprised of what two types of energy?

A. electric and magnetic
B. kinetic and electric
C. magnetic and gravitational
D. solar and kinetic

Answer: A",A
SciQ,"Question: A molecule has two structures that can be generated. what is this called?

A. isomerism
B. congruence
C. resonance hybrids
D. ethnocentrism

Answer: A",A
SciQ,"Question: What is a mass spectrometer used to measure?

A. partial atomic masses
B. subatomic masses
C. optical atomic masses
D. relative atomic masses

Answer: D",D
SciQ,"Question: Transporting blood is the main job of the heart and what?

A. blood vessels
B. areolas
C. bones
D. lymphatic system

Answer: A",A
SciQ,"Question: What term describes the rate at which a device changes electric current to another form of energy?

A. kinetic energy
B. kilowatts
C. voltage
D. electric power

Answer: D",D
SciQ,"Question: Unlike prokaryotes, eukaryotes have what?

A. cell nucleus
B. golgi apparatus
C. cell wall
D. cell membrane

Answer: A",A
SciQ,"Question: In vertebrates, a system of what structures attached to the endoskeleton enables movement?

A. nerves
B. tissues
C. tendons
D. muscles

Answer: D",D
SciQ,"Question: The second shell holds a maximum of how many electrons?

A. 8
B. 12
C. 9
D. 6

Answer: A",A
SciQ,"Question: What is another term for foodborne illness?

A. disease
B. food poisoning
C. cancer
D. pathogen

Answer: B",B
SciQ,"Question: What is the term for a period when temperatures are cooler than normal causing glaciers to spread to lower latitudes?

A. ice age
B. freezing point
C. cold age
D. cooling era

Answer: A",A
